icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp
a0802e,N131PA  ,United States,1739497596.0,1739497721,-99.4277,32.4117,1402.08,False,51.45,101.53,0.0,,1463.04,,False,0,2025-02-13 20:48:50
a7d751,NKS820  ,United States,1739497724.0,1739497724,-89.2944,31.8714,8534.4,False,202.08,219.53,0.0,,8884.92,,False,0,2025-02-13 20:48:50
3c6712,DLH458  ,Germany,1739497723.0,1739497724,-122.2027,40.197,13106.4,False,251.82,194.92,-0.33,,12961.62,,False,0,2025-02-13 20:48:50
a40ca4,DAL1028 ,United States,1739497724.0,1739497724,-84.1015,33.6805,1394.46,False,103.62,183.7,0.0,,1478.28,2456.0,False,0,2025-02-13 20:48:50
a163f2,AAL2226 ,United States,1739497723.0,1739497724,-81.4691,28.5968,1996.44,False,138.41,268.94,9.75,,2141.22,1544.0,False,0,2025-02-13 20:48:50
a21c4c,ENY4032 ,United States,1739497724.0,1739497724,-94.0978,33.6004,10058.4,False,272.38,70.47,0.0,,10332.72,7060.0,False,0,2025-02-13 20:48:50
801607,AXB1590 ,India,1739497709.0,1739497724,88.4445,22.6421,0.0,False,4.6,63.43,0.0,,-45.72,1316.0,False,0,2025-02-13 20:48:50
aa9deb,N783ZA  ,United States,1739497723.0,1739497723,-90.2743,36.6779,8176.26,False,136.87,358.92,-3.58,,8290.56,757.0,False,0,2025-02-13 20:48:50
801612,AIC102  ,India,1739497401.0,1739497723,59.4775,56.9848,11887.2,False,267.45,118.24,0.0,,11323.32,5301.0,False,0,2025-02-13 20:48:50
ae6260,HAWK202 ,United States,1739497723.0,1739497723,-97.6455,27.3621,5052.06,False,156.08,211.38,0.33,,5318.76,7457.0,True,0,2025-02-13 20:48:50
ab5d03,KSU31   ,United States,1739497724.0,1739497724,-97.6461,38.817,320.04,False,28.31,177.92,-1.63,,419.1,,False,0,2025-02-13 20:48:50
801611,IGO8845 ,India,1739497535.0,1739497720,95.8002,17.465,2438.4,False,152.03,148.14,-3.58,,3337.56,447.0,False,0,2025-02-13 20:48:50
a21c53,AAY2792 ,United States,1739497724.0,1739497724,-83.9052,38.0485,5775.96,False,158.57,343.8,-4.88,,5760.72,2712.0,False,0,2025-02-13 20:48:50
a030a8,RPA4632 ,United States,1739497723.0,1739497724,-73.8193,40.3419,1927.86,False,120.98,343.95,-7.8,,1874.52,7071.0,False,0,2025-02-13 20:48:50
aa2a38,N754PP  ,United States,1739497724.0,1739497724,-96.425,33.2875,1066.8,False,71.91,197.92,0.0,,1158.24,,False,0,2025-02-13 20:48:50
a8f728,EJA677  ,United States,1739497724.0,1739497724,-106.777,38.5912,12192.0,False,188.34,236.14,0.0,,12222.48,5362.0,False,0,2025-02-13 20:48:50
c02cf1,ACA836  ,Canada,1739497723.0,1739497724,-79.0794,43.6595,3863.34,False,207.75,63.69,15.28,,3627.12,507.0,False,0,2025-02-13 20:48:50
a63a5c,N500EH  ,United States,1739497722.0,1739497722,-151.3116,60.7389,,True,0.0,56.25,,,,,False,0,2025-02-13 20:48:50
a22318,N237GA  ,United States,1739497723.0,1739497724,-117.9529,33.693,1516.38,False,127.27,56.37,0.33,,1493.52,4335.0,False,0,2025-02-13 20:48:50
a7745c,VJA58   ,United States,1739497715.0,1739497724,-122.2122,37.7293,,True,0.0,306.56,,,,5770.0,False,0,2025-02-13 20:48:50
a03cf0,N114VF  ,United States,1739497720.0,1739497722,-81.3453,32.5823,2308.86,False,95.84,345.07,-0.33,,2446.02,1472.0,False,0,2025-02-13 20:48:50
a1031b,FFL1403 ,United States,1739497724.0,1739497724,-94.8143,35.5162,5730.24,False,233.36,37.48,-12.35,,5905.5,1265.0,False,0,2025-02-13 20:48:50
a34f40,N312LG  ,United States,1739497723.0,1739497723,-82.6183,27.64,784.86,False,92.29,343.48,-4.88,,891.54,4617.0,False,0,2025-02-13 20:48:50
a163c2,SKW3424 ,United States,1739497724.0,1739497724,-120.5792,35.2722,10363.2,False,195.87,317.34,-0.33,,10302.24,2647.0,False,0,2025-02-13 20:48:50
a426a5,DAL2308 ,United States,1739497724.0,1739497724,-75.8373,37.943,10363.2,False,164.7,202.4,0.0,,10561.32,1640.0,False,0,2025-02-13 20:48:50
a831b2,QXE2243 ,United States,1739497724.0,1739497724,-121.5963,45.5536,5082.54,False,166.41,254.03,-9.1,,4861.56,,False,0,2025-02-13 20:48:50
7c2f0c,JKU     ,Australia,1739497717.0,1739497722,138.5244,-34.9496,,True,0.0,210.94,,,,,False,0,2025-02-13 20:48:50
3c670d,DLH715  ,Germany,1739497716.0,1739497721,139.7725,35.5428,-7.62,True,1.29,236.25,,,,3126.0,False,0,2025-02-13 20:48:50
ae6290,BLZR229 ,United States,1739497724.0,1739497724,-98.2804,27.0589,3413.76,False,162.3,9.67,-0.65,,3596.64,,False,0,2025-02-13 20:48:50
a8a7ae,N657KT  ,United States,1739497723.0,1739497723,-111.4441,32.9635,2240.28,False,123.44,47.53,-0.33,,2286.0,,False,0,2025-02-13 20:48:50
a6eacf,DAL472  ,United States,1739497724.0,1739497724,-89.4187,38.1305,9753.6,False,194.22,311.67,0.0,,9768.84,733.0,False,0,2025-02-13 20:48:50
a7d774,N604PV  ,United States,1739497724.0,1739497724,-84.18,34.7178,11582.4,False,201.88,191.17,0.0,,11894.82,5177.0,False,0,2025-02-13 20:48:50
a296e5,N266SP  ,United States,1739497724.0,1739497724,-105.0068,40.4393,1554.48,False,34.65,341.83,-2.28,,1531.62,1200.0,False,0,2025-02-13 20:48:50
ae626d,HAWK217 ,United States,1739497722.0,1739497722,-97.8123,27.5141,,True,4.12,250.31,,,,,False,0,2025-02-13 20:48:50
a08021,AAL3165 ,United States,1739497715.0,1739497722,-113.0685,30.275,8549.64,False,215.73,320.81,0.0,,8839.2,3661.0,False,0,2025-02-13 20:48:50
c81ce6,MSY301  ,New Zealand,1739497446.0,1739497446,175.5989,-40.32,60.96,False,34.48,88.29,-1.63,,182.88,,False,0,2025-02-13 20:48:50
ac970f,KOW910  ,United States,1739497724.0,1739497724,-115.2652,33.7142,7620.0,False,284.08,105.55,0.0,,7726.68,,False,0,2025-02-13 20:48:50
7c4920,QFA64   ,Australia,1739497724.0,1739497724,145.316,-37.1748,11887.2,False,265.89,54.93,0.0,,12275.82,7330.0,False,0,2025-02-13 20:48:50
885282,THA676  ,Thailand,1739497724.0,1739497724,102.5925,14.2052,9951.72,False,266.29,67.15,4.55,,10584.18,,False,0,2025-02-13 20:48:50
a977d4,AAL1828 ,United States,1739497723.0,1739497723,-90.1741,29.5628,5615.94,False,212.83,162.7,10.73,,5897.88,,False,0,2025-02-13 20:48:50
ae6278,BLZR230 ,United States,1739497715.0,1739497715,-98.2936,27.4533,3985.26,False,146.54,238.93,0.0,,4191.0,,False,0,2025-02-13 20:48:50
e49390,AZU9064 ,Brazil,1739497723.0,1739497723,-46.5308,-22.2055,7414.26,False,198.27,209.03,-10.08,,7879.08,,False,0,2025-02-13 20:48:50
7c4927,QFA1    ,Australia,1739497724.0,1739497724,38.5004,40.1133,11582.4,False,237.89,308.68,0.0,,11369.04,3532.0,False,0,2025-02-13 20:48:50
aa3103,N756HA  ,United States,1739497723.0,1739497724,-73.1232,41.3736,746.76,False,86.76,32.65,0.33,,701.04,4121.0,False,0,2025-02-13 20:48:50
a88d52,N650GB  ,United States,1739497723.0,1739497724,-74.5328,40.8531,1584.96,False,130.22,26.77,-5.2,,1524.0,5724.0,False,0,2025-02-13 20:48:50
7c718c,WPQ     ,Australia,1739497724.0,1739497724,115.2346,-30.8801,6705.6,False,135.5,346.39,0.0,,7071.36,3242.0,False,0,2025-02-13 20:48:50
ab772d,DAL738  ,United States,1739497723.0,1739497723,-109.9828,36.56,9144.0,False,221.65,247.48,0.0,,9250.68,3142.0,False,0,2025-02-13 20:48:50
ab14a5,N813BL  ,United States,1739497723.0,1739497724,-83.4809,34.9568,6096.0,False,133.78,348.69,-0.33,,6248.4,6630.0,False,0,2025-02-13 20:48:50
c07e2c,ACA1280 ,Canada,1739497724.0,1739497724,-93.4086,42.1008,11269.98,False,269.11,80.54,-0.33,,11064.24,1305.0,False,0,2025-02-13 20:48:50
ab5dd4,UAL1785 ,United States,1739497723.0,1739497723,-104.2421,32.6556,9136.38,False,217.0,295.41,0.33,,9380.22,,False,0,2025-02-13 20:48:50
80174d,IGO96U  ,India,1739497724.0,1739497724,72.6155,19.1771,2392.68,False,170.7,346.76,17.56,,2453.64,310.0,False,0,2025-02-13 20:48:50
a2cced,N28PF   ,United States,1739497723.0,1739497724,-111.4516,33.1314,1325.88,False,68.14,355.24,-0.33,,1356.36,4242.0,False,0,2025-02-13 20:48:50
80174b,IGO6814 ,India,1739497724.0,1739497724,76.5269,27.8879,5974.08,False,216.0,210.17,11.05,,6172.2,,False,0,2025-02-13 20:48:50
a4d97e,SKW3417 ,United States,1739497610.0,1739497610,-123.1837,49.2003,,True,8.75,281.25,,,,,False,0,2025-02-13 20:48:50
aadd36,N8AL    ,United States,1739497724.0,1739497724,-87.7357,39.7999,12496.8,False,308.18,53.9,0.33,,12405.36,5603.0,False,0,2025-02-13 20:48:50
a150f7,EJA184  ,United States,1739497724.0,1739497724,-108.4649,34.866,13106.4,False,234.12,280.12,-0.33,,13266.42,4216.0,False,0,2025-02-13 20:48:50
a413cb,XSR362  ,United States,1739497724.0,1739497724,-114.1005,36.211,10035.54,False,229.83,81.63,4.88,,10066.02,6733.0,False,0,2025-02-13 20:48:50
abc7c6,SWA3704 ,United States,1739497723.0,1739497724,-80.2856,41.3571,11277.6,False,279.78,64.05,0.0,,11087.1,2250.0,False,0,2025-02-13 20:48:50
c02eca,ACA116  ,Canada,1739497703.0,1739497703,-79.6179,43.6796,,True,0.45,109.69,,,,2657.0,False,0,2025-02-13 20:48:50
a40cdf,LXJ360  ,United States,1739497723.0,1739497723,-122.2123,37.7273,,True,20.06,278.44,,,,1462.0,False,0,2025-02-13 20:48:50
8a01dd,GIA140  ,Indonesia,1739497694.0,1739497711,101.3543,-0.7692,9753.6,False,233.63,316.61,0.33,,10401.3,1755.0,False,0,2025-02-13 20:48:50
aa44d0,UAL40   ,United States,1739497724.0,1739497724,-72.2659,41.6749,7696.2,False,327.48,73.39,9.1,,7597.14,1722.0,False,0,2025-02-13 20:48:50
a71318,N555MG  ,United States,1739497724.0,1739497724,-88.2817,41.9082,419.1,False,37.22,229.48,2.28,,510.54,,False,0,2025-02-13 20:48:50
ac97d0,N910MT  ,United States,1739497724.0,1739497724,-102.8229,33.1451,1409.7,False,68.21,60.15,0.0,,1478.28,,False,0,2025-02-13 20:48:50
a5cc37,UAL2379 ,United States,1739497720.0,1739497720,-108.8523,34.8951,9753.6,False,211.99,286.06,0.0,,9944.1,2450.0,False,0,2025-02-13 20:48:50
7582ed,RPC1656 ,Philippines,1739497692.0,1739497692,120.4727,14.3313,1615.44,False,51.8,235.52,-1.95,,1722.12,,False,0,2025-02-13 20:48:50
a1b3f1,JTL209  ,United States,1739497445.0,1739497450,-119.6367,34.2873,1219.2,False,117.93,278.02,-12.35,,1165.86,3734.0,False,0,2025-02-13 20:48:50
a5cc35,UAL2277 ,United States,1739497724.0,1739497724,-90.5527,30.0673,10363.2,False,212.3,305.73,0.0,,10805.16,5467.0,False,0,2025-02-13 20:48:50
e49f45,AZU6034 ,Brazil,,1739497724,,,,False,203.63,210.52,0.33,,,,False,0,2025-02-13 20:48:50
7c6c3b,VNX     ,Australia,1739497723.0,1739497723,151.0018,-33.9287,114.3,False,50.66,304.66,-3.9,,76.2,4353.0,False,0,2025-02-13 20:48:50
aa57df,AAL36   ,United States,1739497724.0,1739497724,-74.6472,41.0607,11277.6,False,333.37,63.71,0.0,,11262.36,2247.0,False,0,2025-02-13 20:48:50
7c6c52,VOZ516  ,Australia,1739497724.0,1739497724,151.1537,-33.7385,1059.18,False,106.43,196.86,-3.25,,1051.56,1030.0,False,0,2025-02-13 20:48:50
ac3751,SWA3815 ,United States,1739497723.0,1739497724,-82.784,36.1284,10972.8,False,172.51,236.93,0.0,,11201.4,171.0,False,0,2025-02-13 20:48:50
800441,AIC875  ,India,1739497724.0,1739497724,77.6291,12.884,10675.62,False,230.57,188.73,0.0,,11269.98,545.0,False,0,2025-02-13 20:48:50
c07e32,ACA339  ,Canada,1739497708.0,1739497708,-73.7495,45.4593,,True,0.06,177.19,,,,,False,0,2025-02-13 20:48:50
ac97e4,AAL2818 ,United States,1739497724.0,1739497724,-97.3043,30.3066,3970.02,False,185.79,76.39,20.81,,4122.42,4060.0,False,0,2025-02-13 20:48:50
c048cc,KNT69   ,Canada,1739497724.0,1739497724,-115.3095,33.7919,11887.2,False,270.64,104.64,0.0,,12039.6,5171.0,False,0,2025-02-13 20:48:50
7c6c56,VOZ1039 ,Australia,1739497723.0,1739497724,144.8059,-37.6597,487.68,False,86.1,273.77,11.7,,441.96,1327.0,False,0,2025-02-13 20:48:50
7c6c55,VOZ679  ,Australia,1739497723.0,1739497723,118.944,-33.5074,11582.4,False,235.12,300.94,0.0,,12146.28,,False,0,2025-02-13 20:48:50
a40cd9,FFT3323 ,United States,1739497724.0,1739497724,-73.1254,40.7769,502.92,False,78.74,218.37,10.08,,449.58,,False,0,2025-02-13 20:48:50
ac0a22,AAL1922 ,United States,1739497723.0,1739497723,-73.9683,39.9706,3672.84,False,195.32,60.67,-6.18,,3604.26,4105.0,False,0,2025-02-13 20:48:50
a2dffe,UAL1342 ,United States,1739497723.0,1739497723,-90.7741,33.7061,10668.0,False,280.58,52.9,0.0,,10972.8,2075.0,False,0,2025-02-13 20:48:50
a1f00e,MXY183  ,United States,1739497724.0,1739497724,-76.7608,36.5239,10363.2,False,170.37,214.17,0.0,,10645.14,3751.0,False,0,2025-02-13 20:48:50
e0268f,ARG1501 ,Argentina,1739497723.0,1739497724,-60.074,-33.8714,7909.56,False,220.87,123.51,-10.4,,8359.14,2350.0,False,0,2025-02-13 20:48:50
a21026,RKJ232  ,United States,1739497712.0,1739497712,-80.5923,27.6757,1432.56,False,129.84,273.18,0.33,,1562.1,,False,0,2025-02-13 20:48:50
a22358,RPA5760 ,United States,1739497575.0,1739497575,-73.8602,40.7695,,True,0.51,295.31,,,,4115.0,False,0,2025-02-13 20:48:50
abadd6,SWA577  ,United States,1739497724.0,1739497724,-87.5909,41.8114,2011.68,False,150.31,98.46,23.08,,1965.96,6522.0,False,0,2025-02-13 20:48:50
ae14a6,MNTNA22 ,United States,1739497724.0,1739497724,-95.164,29.0654,5486.4,False,86.84,248.45,0.0,,5753.1,,False,0,2025-02-13 20:48:50
abc7e9,SWA2060 ,United States,1739497724.0,1739497724,-104.2805,34.3411,11894.82,False,263.4,89.78,0.0,,12115.8,7237.0,False,0,2025-02-13 20:48:50
801741,IGO79CP ,India,1739497572.0,1739497572,76.7527,15.2259,10797.54,False,222.89,317.81,3.58,,11399.52,7267.0,False,0,2025-02-13 20:48:50
a83f56,SKW6305 ,United States,1739497724.0,1739497724,-93.867,35.9342,11277.6,False,276.06,52.72,0.0,,11445.24,6223.0,False,0,2025-02-13 20:48:50
c07e62,WJA120  ,Canada,1739497724.0,1739497724,-114.4025,50.9207,3497.58,False,177.52,30.28,-11.38,,3314.7,2662.0,False,0,2025-02-13 20:48:50
abc7e1,N8583R  ,United States,1739497724.0,1739497724,-117.2057,32.8183,1196.34,False,90.66,350.86,0.0,,1188.72,5274.0,False,0,2025-02-13 20:48:50
a6a3b2,N527HV  ,United States,1739497724.0,1739497724,-103.0954,38.453,8229.6,False,175.63,261.92,0.0,,8305.8,2135.0,False,0,2025-02-13 20:48:50
710411,SVA377  ,Saudi Arabia,1739497724.0,1739497724,17.2047,35.4786,11574.78,False,238.27,278.57,0.0,,11559.54,,False,0,2025-02-13 20:48:50
abfd39,SWA3308 ,United States,1739497724.0,1739497724,-75.2031,39.602,11887.2,False,311.51,43.39,-1.3,,12001.5,1757.0,False,0,2025-02-13 20:48:50
a7d6b3,N604GB  ,United States,1739497724.0,1739497724,-78.6141,42.9002,5631.18,False,162.27,290.22,-10.4,,5326.38,1661.0,False,0,2025-02-13 20:48:50
c08536,WJA2521 ,Canada,1739497724.0,1739497724,-79.1707,43.1079,5349.24,False,139.13,325.55,-8.45,,5074.92,7003.0,False,0,2025-02-13 20:48:50
c035bb,JZA696  ,Canada,1739497724.0,1739497724,-77.8643,42.924,8481.06,False,248.2,112.42,7.15,,8130.54,2210.0,False,0,2025-02-13 20:48:50
a809f8,JIA5045 ,United States,1739497722.0,1739497723,-80.7174,36.6421,6484.62,False,238.08,21.02,4.23,,6591.3,7024.0,False,0,2025-02-13 20:48:50
80173c,IGO5223 ,India,1739497704.0,1739497724,73.6487,19.3056,4076.7,False,138.81,241.44,-6.5,,4251.96,3303.0,False,0,2025-02-13 20:48:50
a2d3b3,SWA1923 ,United States,1739497722.0,1739497724,-82.4283,37.8691,11887.2,False,288.42,94.4,0.0,,11963.4,2670.0,False,0,2025-02-13 20:48:50
0d0b02,XATPB   ,Mexico,1739497723.0,1739497723,-100.9596,29.0686,12496.8,False,213.38,165.19,0.0,,12946.38,676.0,False,0,2025-02-13 20:48:50
a9ea96,AAL1541 ,United States,1739497723.0,1739497723,-115.1365,36.0798,,True,2.57,123.75,,,,,False,0,2025-02-13 20:48:50
e49f21,AZU8707 ,Brazil,1739497723.0,1739497724,-72.3498,22.6633,11277.6,False,253.01,131.21,0.0,,11910.06,,False,0,2025-02-13 20:48:50
801746,IGO2053 ,India,1739497717.0,1739497722,73.2026,20.0706,5402.58,False,173.84,196.5,-3.9,,5692.14,6423.0,False,0,2025-02-13 20:48:50
0d0b04,AMX696  ,Mexico,1739497635.0,1739497635,-99.0673,20.4243,7940.04,False,218.67,340.63,6.5,,8382.0,,False,0,2025-02-13 20:48:50
a666fd,N511UW  ,United States,1739497715.0,1739497715,-90.3071,30.3827,777.24,False,64.25,155.9,0.0,,876.3,,False,0,2025-02-13 20:48:50
a5df82,HAL346  ,United States,1739497704.0,1739497704,-157.3308,21.1862,3962.4,False,199.77,87.64,0.0,,4168.14,,False,0,2025-02-13 20:48:50
801751,IGO7483 ,India,1739497723.0,1739497724,77.0703,29.282,4572.0,False,111.53,336.63,0.0,,4640.58,,False,0,2025-02-13 20:48:50
801752,IGO5038 ,India,1739497722.0,1739497722,73.0166,21.6891,10934.7,False,240.13,15.41,3.58,,11490.96,350.0,False,0,2025-02-13 20:48:50
8a01ae,LNI892  ,Indonesia,1739497724.0,1739497724,110.8637,-6.3924,10668.0,False,223.21,82.32,0.0,,11384.28,,False,0,2025-02-13 20:48:50
a46310,DAL2070 ,United States,1739497723.0,1739497723,-99.4736,38.2596,8534.4,False,205.92,280.94,0.0,,8656.32,7140.0,False,0,2025-02-13 20:48:50
a5c009,N47PC   ,United States,1739497724.0,1739497724,-79.0011,24.8507,6812.28,False,201.67,331.34,-8.45,,7239.0,6702.0,False,0,2025-02-13 20:48:50
a1acdb,RPA5624 ,United States,1739497724.0,1739497724,-76.7997,39.1464,8534.4,False,159.33,225.26,0.0,,8564.88,3453.0,False,0,2025-02-13 20:48:50
7c49fe,FD604   ,Australia,1739497723.0,1739497724,115.7599,-32.2549,2476.5,False,81.55,150.52,6.18,,2590.8,4367.0,False,0,2025-02-13 20:48:50
a76cc0,GJS4480 ,United States,1739497724.0,1739497724,-84.7564,37.1919,9753.6,False,252.67,1.4,-0.65,,9822.18,3122.0,False,0,2025-02-13 20:48:50
801754,IGO82HQ ,India,1739497724.0,1739497724,80.0604,13.0779,1805.94,False,99.08,281.08,5.53,,1798.32,,False,0,2025-02-13 20:48:50
c02ee9,ACA36   ,Canada,1739497724.0,1739497724,156.3816,-26.1882,10416.54,False,274.4,67.28,1.95,,11033.76,,False,0,2025-02-13 20:48:50
a64cdb,DAL1303 ,United States,1739497724.0,1739497724,-84.1667,42.3479,6637.02,False,170.52,304.55,11.7,,6332.22,5752.0,False,0,2025-02-13 20:48:50
abea30,PDU67   ,United States,1739497722.0,1739497723,-87.468,41.6737,441.96,False,46.07,330.57,-0.33,,510.54,,False,0,2025-02-13 20:48:50
ac377b,SWA446  ,United States,1739497724.0,1739497724,-95.0517,38.3884,7437.12,False,208.05,195.34,7.48,,7505.7,1113.0,False,0,2025-02-13 20:48:50
abfd66,SWA1426 ,United States,1739497724.0,1739497724,-91.4145,29.8041,9151.62,False,205.81,271.0,1.63,,9555.48,,False,0,2025-02-13 20:48:50
3c7879,CFG2500 ,Germany,1739497717.0,1739497723,37.8892,39.6107,11277.6,False,248.32,113.7,-0.33,,11079.48,7637.0,False,0,2025-02-13 20:48:50
a5f938,UAL1482 ,United States,1739497724.0,1739497724,-123.0899,43.1888,9448.8,False,227.47,178.44,0.33,,9159.24,3511.0,False,0,2025-02-13 20:48:50
ad8aac,N9717C  ,United States,1739497723.0,1739497723,-97.5817,32.646,1097.28,False,44.44,110.32,-3.9,,1158.24,,False,0,2025-02-13 20:48:50
abadf9,SWA4252 ,United States,1739497724.0,1739497724,-82.2526,28.3861,3253.74,False,154.85,179.81,-0.98,,3459.48,2623.0,False,0,2025-02-13 20:48:50
a45051,DAL2833 ,United States,1739497723.0,1739497723,-88.3604,36.7821,8999.22,False,185.94,295.22,-4.88,,9113.52,3520.0,False,0,2025-02-13 20:48:50
ae14c7,MNTNA07 ,United States,1739497723.0,1739497723,-97.5941,26.8917,2926.08,False,80.29,178.16,-0.65,,3086.1,,False,0,2025-02-13 20:48:50
aba1a0,DAL481  ,United States,1739497723.0,1739497724,-122.3168,47.5937,1059.18,False,93.64,180.94,-3.9,,861.06,3112.0,False,0,2025-02-13 20:48:50
39e68a,AFR31QV ,France,1739497043.0,1739497691,2.5121,49.017,,True,0.0,84.38,,,,,False,0,2025-02-13 20:48:50
ab4af1,AAL3113 ,United States,1739497723.0,1739497724,-115.9745,36.2734,7924.8,False,212.37,310.48,0.0,,7924.8,6334.0,False,0,2025-02-13 20:48:50
3c4b2f,DLH779  ,Germany,1739497723.0,1739497723,38.6299,40.0356,10363.2,False,237.82,308.85,0.0,,10134.6,3237.0,False,0,2025-02-13 20:48:50
ace7e6,N930YY  ,United States,1739497724.0,1739497724,-97.5872,29.8798,3520.44,False,120.22,274.42,0.33,,3672.84,2501.0,False,0,2025-02-13 20:48:50
3c4b2d,DLH716  ,Germany,1739497723.0,1739497723,139.8417,35.4577,548.64,False,82.76,329.77,-3.9,,601.98,7644.0,False,0,2025-02-13 20:48:50
0d10f6,XAZYZ   ,Mexico,1739497719.0,1739497724,-110.8696,28.6832,5295.9,False,179.89,144.31,8.13,,5494.02,,False,0,2025-02-13 20:48:50
a9a1f0,N72HP   ,United States,1739497724.0,1739497724,-84.2537,39.7622,601.98,False,41.8,346.48,0.0,,693.42,5317.0,False,0,2025-02-13 20:48:50
a4bf41,AAL513  ,United States,1739497724.0,1739497724,-104.3197,39.9458,9448.8,False,263.55,77.94,-0.33,,9517.38,2063.0,False,0,2025-02-13 20:48:50
a546c9,RPA4376 ,United States,1739497724.0,1739497724,-78.3643,39.1799,9144.0,False,152.32,242.66,-0.33,,9212.58,1502.0,False,0,2025-02-13 20:48:50
7cb025,VH82V   ,Australia,1739497724.0,1739497724,153.031,-27.4807,335.28,False,46.2,18.84,0.65,,342.9,3361.0,False,0,2025-02-13 20:48:50
7c6c96,JST655  ,Australia,1739497724.0,1739497724,148.4071,-35.7965,7825.74,False,223.37,216.95,9.43,,8130.54,4252.0,False,0,2025-02-13 20:48:50
7c6c95,JST815  ,Australia,1739497427.0,1739497428,151.1783,-33.9355,,True,4.63,8.44,,,,1227.0,False,0,2025-02-13 20:48:50
ae14b9,MNTNA62 ,United States,1739497724.0,1739497724,-97.4824,27.7887,121.92,False,64.51,113.5,-1.63,,220.98,,False,0,2025-02-13 20:48:50
7c6c92,JST736  ,Australia,1739497723.0,1739497724,144.9022,-37.4361,1280.16,False,100.21,254.82,0.0,,1264.92,3634.0,False,0,2025-02-13 20:48:50
a7618f,LXJ575  ,United States,1739497724.0,1739497724,-90.9058,40.5141,13106.4,False,188.02,261.03,-0.33,,12992.1,7420.0,False,0,2025-02-13 20:48:50
ad3d4e,AAL186  ,United States,1739497723.0,1739497723,-112.0027,33.4398,,True,6.43,90.0,,,,345.0,False,0,2025-02-13 20:48:50
a6193b,WUP492  ,United States,1739497671.0,1739497671,-89.3273,43.1524,144.78,False,57.81,209.3,-2.6,,266.7,5715.0,False,0,2025-02-13 20:48:50
a9ea5d,SKW4056 ,United States,1739497652.0,1739497652,-84.4313,33.6379,,True,0.9,177.19,,,,,False,0,2025-02-13 20:48:50
3c4b2b,DLH455  ,Germany,1739497610.0,1739497610,-103.5881,47.4398,10668.0,False,293.36,61.05,0.0,,10378.44,,False,0,2025-02-13 20:48:50
7c6c99,JST512  ,Australia,1739497723.0,1739497724,151.144,-33.8226,685.8,False,90.01,167.79,-4.55,,670.56,4242.0,False,0,2025-02-13 20:48:50
a89fa3,DAL8842 ,United States,1739497724.0,1739497724,-115.5099,35.8385,10668.0,False,269.35,49.65,0.0,,10652.76,1360.0,False,0,2025-02-13 20:48:50
a8dd7a,OUA23   ,United States,1739497723.0,1739497723,-97.5518,35.1826,632.46,False,54.53,63.68,-0.33,,708.66,2742.0,False,0,2025-02-13 20:48:50
ad444d,JBU1532 ,United States,1739497723.0,1739497723,-78.5378,28.2034,11277.6,False,238.51,8.93,0.0,,11849.1,5475.0,False,0,2025-02-13 20:48:50
a0808f,SKW5749 ,United States,1739497724.0,1739497724,-100.9794,44.9122,9753.6,False,161.85,292.82,0.0,,9585.96,7241.0,False,0,2025-02-13 20:48:50
a05827,RPA4520 ,United States,1739497724.0,1739497724,-92.107,40.4288,8534.4,False,198.21,231.85,-0.98,,8442.96,5165.0,False,0,2025-02-13 20:48:50
abb4ea,SWA4631 ,United States,1739497724.0,1739497724,-82.0141,27.7993,7581.9,False,215.48,343.21,11.7,,8023.86,2377.0,False,0,2025-02-13 20:48:50
407b70,WUK89TM ,United Kingdom,1739497723.0,1739497724,8.9461,49.4247,10980.42,False,222.42,300.9,0.0,,10812.78,3574.0,False,0,2025-02-13 20:48:50
c821f8,ANZ774M ,New Zealand,1739497724.0,1739497724,174.1447,-41.6718,5173.98,False,130.63,40.53,-0.33,,5394.96,5566.0,False,0,2025-02-13 20:48:50
3c6564,OCN77   ,Germany,1739497630.0,1739497696,-98.2903,54.3714,11277.6,False,257.81,73.3,0.0,,10408.92,6156.0,True,0,2025-02-13 20:48:50
7c6c5c,VOU     ,Australia,1739497724.0,1739497724,152.979,-27.5801,274.32,False,41.11,8.64,-1.63,,259.08,,False,0,2025-02-13 20:48:50
ac0a75,RPA5683 ,United States,1739497687.0,1739497687,-71.023,42.3649,,True,0.13,75.94,,,,1312.0,False,0,2025-02-13 20:48:50
a5cc19,UAL762  ,United States,1739497642.0,1739497668,-78.7614,28.1164,10668.0,False,237.53,6.22,0.33,,11216.64,2135.0,False,0,2025-02-13 20:48:50
ae14bc,STGRY42 ,United States,1739497723.0,1739497723,-97.4892,27.4631,952.5,False,84.41,350.88,-3.25,,1043.94,,False,0,2025-02-13 20:48:50
addaa4,IRO7551 ,United States,1739497666.0,1739497666,-97.38,44.311,2651.76,False,97.61,147.48,0.0,,2606.04,,False,0,2025-02-13 20:48:50
e48c30,GLO1677 ,Brazil,1739497724.0,1739497724,-42.3508,-21.5389,11574.78,False,230.29,238.33,-1.3,,12268.2,,False,0,2025-02-13 20:48:50
a4bf67,N405CA  ,United States,1739497723.0,1739497723,-96.8338,32.4937,1066.8,False,58.95,189.54,-0.33,,1127.76,,False,0,2025-02-13 20:48:50
